DDB Spell ID,Spell ID,Name,Level,Source,Page,Source Citation,Casting Time,Range/Area,Components,Components [expanded],Duration,School,Attack/Save,Save,Damage/Effect,Notes,Description,At Higher Levels,Spell Tags,Available For,DDB URL,DDB Filter URL
1183866,raulothims-psychic-lance,Raulothim's Psychic Lance,4,Fizban's Treasury of Dragons,21,"Fizban's Treasury of Dragons, pg. 21",1 Action,120 ft.,V,V,Instantaneous,Enchantment,INT Save,Int,Psychic,,"You unleash a shimmering lance of psychic power from your forehead at a creature that you can see within range. Alternatively, you can utter a creature’s name. If the named target is within range, it becomes the spell’s target even if you can’t see it. If the named target isn’t within range, the lance dissipates without effect.
The target must make an Intelligence saving throw. On a failed save, the target takes 7d6 psychic damage and is
incapacitated
until the start of your next turn. On a successful save, the creature takes half as much damage and isn’t
incapacitated
.","When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d6 for each slot level above 4th.",,"Bard (Legacy), Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy), Bard, Sorcerer, Warlock, Wizard",https://www.dndbeyond.com/spells/1183866-raulothims-psychic-lance,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
1183867,rimes-binding-ice,Rime's Binding Ice,2,Fizban's Treasury of Dragons,21,"Fizban's Treasury of Dragons, pg. 21",1 Action,Self (30 ft. ),"S, M *","S, M (a vial of meltwater)",Instantaneous,Evocation,CON Save,Con,Cold,,"A burst of cold energy emanates from you in a 30-foot cone. Each creature in that area must make a Constitution saving throw. On a failed save, a creature takes 3d8 cold damage and is hindered by ice formations for 1 minute, or until it or another creature within reach of it uses an action to break away the ice. A creature hindered by ice has its speed reduced to 0. On a successful save, a creature takes half as much damage and isn’t hindered by ice.","When you cast this spell using a spell slot of 3rd level or higher, increase the cold damage by 1d8 for each slot level above 2nd.",,"Sorcerer (Legacy), Wizard (Legacy), Sorcerer, Wizard",https://www.dndbeyond.com/spells/1183867-rimes-binding-ice,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
1183868,summon-draconic-spirit,Summon Draconic Spirit,5,Fizban's Treasury of Dragons,21,"Fizban's Treasury of Dragons, pg. 21",1 Action,60 ft.,"V, S, M *","V, S, M (an object with the image of a dragon engraved on it, worth at least 500 gp)",Concentration 1 Hour,Conjuration,None,,Summoning,,"You call forth a draconic spirit. It manifests in an unoccupied space that you can see within range. This corporeal form uses the Draconic Spirit stat block. When you cast this spell, choose a family of dragon: chromatic, gem, or metallic. The creature resembles a dragon of the chosen family, which determines certain traits in its stat block. The creature disappears when it drops to 0 hit points or when the spell ends.
The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the
Dodge
action and uses its move to avoid danger.","When you cast this spell using a spell slot of 6th level or higher, use the higher level wherever the spell’s level appears in the stat block.
Draconic Spirit
Large Dragon, Neutral
Armor Class
14 + the level of the spell (natural armor)
Hit Points
50 + 10 for each spell level above 5th (the dragon has a number of Hit Dice [d10s] equal to the level of the spell)
Speed
30 ft., fly 60 ft., swim 30 ft.
STR
19
(+4)
DEX
14
(+2)
CON
17
(+3)
INT
10
(+0)
WIS
14
(+2)
CHA
14
(+2)
Damage Resistances (Chromatic and Metallic Only)
acid, cold, fire, lightning, poison
Damage Resistances (Gem Only)
force, necrotic, psychic, radiant, thunder
Condition Immunities
charmed
,
frightened
,
poisoned
Senses
blindsight
30 ft.,
darkvision
60 ft., passive Perception 12
Languages
Draconic, understands the languages you speak
Challenge
—
Proficiency Bonus
equals your bonus
Shared Resistances.
When you summon the dragon, choose one of its damage resistances. You have resistance to the chosen damage type until the spell ends.
Actions
Multiattack.
The dragon makes a number of Rend attacks equal to half the spell’s level (rounded down), and it uses Breath Weapon.
Rend.
Melee Weapon Attack:
your spell attack modifier to hit, reach 10 ft., one target.
Hit:
1d6 + 4 + the spell’s level piercing damage.
Breath Weapon.
The dragon exhales destructive energy in a 30-foot cone. Each creature in that area must make a Dexterity saving throw against your spell save DC. A creature takes 2d6 damage of a type this dragon has resistance to (your choice) on a failed save, or half as much damage on a successful one.",Summoning,"Druid (Legacy), Sorcerer (Legacy), Wizard (Legacy), Druid, Sorcerer, Wizard",https://www.dndbeyond.com/spells/1183868-summon-draconic-spirit,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
83532,encode-thoughts,Encode Thoughts,0,Guildmasters' Guide to Ravnica,,Guildmasters' Guide to Ravnica,1 Action,Self,S,S,8 Hours,Enchantment,None,,Creation (...),,"Putting a finger to your head, you pull a memory, an idea, or a message from your mind and transform it into a tangible string of glowing energy called a thought strand, which persists for the duration or until you cast this spell again. The thought strand appears in an unoccupied space within 5 feet of you as a Tiny, weightless, semisolid object that can be held and carried like a ribbon. It is otherwise stationary.
If you cast this spell while concentrating on a spell or an ability that allows you to read or manipulate the thoughts of others (such as
detect thoughts
or
modify memory
), you can transform the thoughts or memories you read, rather than your own, into a thought strand.
Casting this spell while holding a thought strand allows you to instantly receive whatever memory, idea, or message the thought strand contains. (Casting
detect thoughts
on the strand has the same effect.)",,"Creation, Deception","Wizard (Legacy), Wizard",https://www.dndbeyond.com/spells/83532-encode-thoughts,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
654072,blade-of-disaster,Blade of Disaster,9,Icewind Dale: Rime of the Frostmaiden,318,"Icewind Dale: Rime of the Frostmaiden, pg. 318",1 Bonus Action,60 ft.,"V, S","V, S",Concentration 1 Minute,Conjuration,Melee,,Force,,"You create a blade-shaped planar rift about 3 feet long in an unoccupied space you can see within range. The blade lasts for the duration. When you cast this spell, you can make up to two melee spell attacks with the blade, each one against a creature, loose object, or structure within 5 feet of the blade. On a hit, the target takes 4d12 force damage. This attack scores a critical hit if the number on the d20 is 18 or higher. On a critical hit, the blade deals an extra 8d12 force damage (for a total of 12d12 force damage).
As a bonus action on your turn, you can move the blade up to 30 feet to an unoccupied space you can see and then make up to two melee spell attacks with it again.
The blade can harmlessly pass through any barrier, including a
wall of force
.",,Damage,"Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy), Sorcerer, Warlock, Wizard",https://www.dndbeyond.com/spells/654072-blade-of-disaster,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
654073,create-magen,Create Magen,7,Icewind Dale: Rime of the Frostmaiden,318,"Icewind Dale: Rime of the Frostmaiden, pg. 318",1 Hour,Touch,"V, S, M *","V, S, M (a vial of quicksilver worth 500 gp and a life-sized human doll, both of which the spell consumes, and an intricate crystal rod worth at least 1,500 gp that is not consumed)",Instantaneous,Transmutation,None,,,,"While casting the spell, you place a vial of quicksilver in the chest of a life-sized human doll stuffed with ash or dust. You then stitch up the doll and drip your blood on it. At the end of the casting, you tap the doll with a crystal rod, transforming it into a magen clothed in whatever the doll was wearing. The type of magen is chosen by you during the casting of the spell. See
appendix C
for different kinds of magen and their statistics.
Demos Magen
Galvan Magen
Hypnos Magen
When the magen appears, your hit point maximum decreases by an amount equal to the magen’s challenge rating (minimum reduction of 1). Only a
wish
spell can undo this reduction to your hit point maximum.
Any magen you create with this spell obeys your commands without question.",,,"Wizard (Legacy), Wizard",https://www.dndbeyond.com/spells/654073-create-magen,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
654074,frost-fingers,Frost Fingers,1,Icewind Dale: Rime of the Frostmaiden,318,"Icewind Dale: Rime of the Frostmaiden, pg. 318",1 Action,Self (15 ft. ),"V, S","V, S",Instantaneous,Evocation,CON Save,Con,Cold,,"Freezing cold blasts from your fingertips in a 15-foot cone. Each creature in that area must make a Constitution saving throw, taking 2d8 cold damage on a failed save, or half as much damage on a successful one.
The cold freezes nonmagical liquids in the area that aren’t being worn or carried.","When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.",Damage,"Wizard (Legacy), Wizard",https://www.dndbeyond.com/spells/654074-frost-fingers,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2119578,gate-seal,Gate Seal,4,Planescape: Adventures in the Multiverse • Sigil and the Outlands,12,"Planescape: Adventures in the Multiverse • Sigil and the Outlands, pg. 12",1 Minute,60 ft. (30 ft. ),"V, S, M *","V, S, M (a broken portal key, which the spell consumes)",24 Hours,Abjuration,None,,Control (...),,"You fortify the fabric of the planes in a 30-foot cube you can see within range. Within that area, portals close and can’t be opened for the duration. Spells and other effects that allow planar travel or open portals, such as
gate
or
plane shift
, fail if used to enter or leave the area. The cube is stationary.","When you cast this spell using a spell slot of 6th level or higher, the spell lasts until dispelled.","Control, Warding","Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy), Sorcerer, Warlock, Wizard",https://www.dndbeyond.com/spells/2119578-gate-seal,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2119579,warp-sense,Warp Sense,2,Planescape: Adventures in the Multiverse • Sigil and the Outlands,12,"Planescape: Adventures in the Multiverse • Sigil and the Outlands, pg. 12",1 Action,Self,"V, S, M *","V, S, M (a razorvine leaf)",Concentration 1 Minute,Divination,None,,Detection (...),,"For the duration, you sense the presence of portals, even inactive ones, within 30 feet of yourself.
If you detect a portal in this way, you can use your action to study it. Make a DC 15 ability check using your spellcasting ability. On a successful check, you learn the destination plane of the portal and what portal key it requires, then the spell ends. On a failed check, you learn nothing and can’t study that portal again using this spell until you cast it again.
The spell can penetrate most barriers but is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.",,"Detection, Exploration","Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy), Sorcerer, Warlock, Wizard",https://www.dndbeyond.com/spells/2119579-warp-sense,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2358,arcane-gate,Arcane Gate,6,Player's Handbook (2014),214,"Player's Handbook (2014), pg. 214",1 Action,500 ft.,"V, S","V, S",Concentration 10 Minutes,Conjuration,None,,Teleportation,,"You create linked teleportation portals that remain open for the duration. Choose two points on the ground that you can see, one point within 10 feet of you and one point within 500 feet of you. A circular portal, 10 feet in diameter, opens over each point. If the portal would open in the space occupied by a creature, the spell fails, and the casting is lost.
The portals are two-dimensional glowing rings filled with mist, hovering inches from the ground and perpendicular to it at the points you choose. A ring is visible only from one side (your choice), which is the side that functions as a portal.
Any creature or object entering the portal exits from the other portal as if the two were adjacent to each other; passing through a portal from the nonportal side has no effect. The mist that fills each portal is opaque and blocks vision through it. On your turn, you can rotate the rings as a bonus action so that the active side faces in a different direction.",,Teleportation,"Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy)",https://www.dndbeyond.com/spells/2358-arcane-gate,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2310,armor-of-agathys,Armor of Agathys,1,Player's Handbook (2014),215,"Player's Handbook (2014), pg. 215",1 Action,Self,"V, S, M *","V, S, M (a cup of water)",1 Hour,Abjuration,None,,Cold,,"A protective magical force surrounds you, manifesting as a spectral frost that covers you and your gear. You gain 5
temporary hit points
for the duration. If a creature hits you with a melee attack while you have these hit points, the creature takes 5 cold damage.","When you cast this spell using a spell slot of 2nd level or higher, both the temporary hit points and the cold damage increase by 5 for each slot.","Damage, Buff, Warding","Warlock (Legacy), Paladin (Legacy) - Oath of Conquest",https://www.dndbeyond.com/spells/2310-armor-of-agathys,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2311,arms-of-hadar,Arms of Hadar,1,Player's Handbook (2014),215,"Player's Handbook (2014), pg. 215",1 Action,Self (10 ft. ),"V, S","V, S",Instantaneous,Conjuration,STR Save,Str,Necrotic,,"You invoke the power of Hadar, the Dark Hunger. Tendrils of dark energy erupt from you and batter all creatures within 10 feet of you. Each creature in that area must make a Strength saving throw. On a failed save, a target takes 2d6 necrotic damage and can’t take reactions until its next turn. On a successful save, the creature takes half damage, but suffers no other effect.","When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.","Damage, Control",Warlock (Legacy),https://www.dndbeyond.com/spells/2311-arms-of-hadar,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2342,aura-of-life,Aura of Life,4,Player's Handbook (2014),216,"Player's Handbook (2014), pg. 216",1 Action,Self (30 ft. ),V,V,Concentration 10 Minutes,Abjuration,None,,Healing (...),"resistance to necrotic damage, and its hit point maximum can’t be reduced. In addition, a nonhostile, living creature regains 1 hit point when it starts its turn in the aura with 0 hit points.","Life-preserving energy radiates from you in an aura with a 30-foot radius.  Until the spell ends, the aura moves with you, centered on you. Each nonhostile creature in the aura (including you) has resistance to necrotic damage, and its hit point maximum can’t be reduced. In addition, a nonhostile, living creature regains 1 hit point when it starts its turn in the aura with 0 hit points.",,"Healing, Warding","Paladin (Legacy), Cleric (Legacy) - Twilight Domain, Druid (Legacy) - Circle of Wildfire, Warlock (Legacy) - The Undying",https://www.dndbeyond.com/spells/2342-aura-of-life,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2343,aura-of-purity,Aura of Purity,4,Player's Handbook (2014),216,"Player's Handbook (2014), pg. 216",1 Action,Self (30 ft. ),V,V,Concentration 10 Minutes,Abjuration,None,,Buff (...),Duration: 10mins.,"Purifying energy radiates from you in an aura with a 30-foot radius. Until the spell ends, the aura moves with you, centered on you. Each nonhostile creature in the aura (including you) can’t become diseased, has resistance to poison damage, and has advantage on saving throws against effects that cause any of the following conditions: blinded, charmed, deafened, frightened, paralyzed, poisoned, and stunned.",,"Buff, Warding","Paladin (Legacy), Cleric (Legacy) - Peace Domain, Paladin (Legacy) - Oath of the Watchers, Artificer (Legacy) - Battle Smith (Legacy)",https://www.dndbeyond.com/spells/2343-aura-of-purity,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2333,aura-of-vitality,Aura of Vitality,3,Player's Handbook (2014),216,"Player's Handbook (2014), pg. 216",1 Action,Self (30 ft. ),V,V,Concentration 1 Minute,Evocation,None,,Healing,,"Healing energy radiates from you in an aura with a 30-foot radius. Until the spell ends, the aura moves with you, centered on you. You can use a bonus action to cause one creature in the aura (including you) to regain 2d6 hit points.",,Healing,"Paladin (Legacy), Cleric (Legacy) - Twilight Domain, Paladin (Legacy) - Oath of the Crown, Artificer (Legacy) - Battle Smith (Legacy)",https://www.dndbeyond.com/spells/2333-aura-of-vitality,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2351,banishing-smite,Banishing Smite,5,Player's Handbook (2014),216,"Player's Handbook (2014), pg. 216",1 Bonus Action,Self,V,V,Concentration 1 Minute,Abjuration,None,,Force,,"The next time you hit a creature with a weapon attack before this spell ends, your weapon crackles with force, and the attack deals an extra 5d10 force damage to the target.
Additionally, if this attack reduces the target to 50 hit points or fewer, you banish it. If the target is native to a different plane of existence than the one you’re on, the target disappears, returning to its home plane. If the target is native to the plane you’re on, the creature vanishes into a harmless demiplane. While there, the target is
incapacitated
. It remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.",,"Damage, Control, Banishment","Paladin (Legacy), Warlock (Legacy) - The Hexblade, Artificer (Legacy) - Battle Smith (Legacy)",https://www.dndbeyond.com/spells/2351-banishing-smite,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2325,beast-sense,Beast Sense,2,Player's Handbook (2014),217,"Player's Handbook (2014), pg. 217",1 Action Ritual,Touch,S,S,Concentration 1 Hour,Divination,None,,Detection,,"You touch a willing beast. For the duration of the spell, you can use your action to see through the beast’s eyes and hear what it hears, and continue to do so until you use your action to return to your normal senses. While perceiving through the beast’s senses, you gain the benefits of any special senses possessed by that creature, though you are
blinded
and
deafened
to your own surroundings.",,Detection,"Druid (Legacy), Ranger (Legacy)",https://www.dndbeyond.com/spells/2325-beast-sense,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2352,bigbys-hand,Bigby's Hand,5,Player's Handbook (2014),218,"Player's Handbook (2014), pg. 218",1 Action,120 ft.,"V, S, M *","V, S, M (An eggshell and a snakeskin glove)",Concentration 1 Minute,Evocation,None,,Force (...),,"You create a Large hand of shimmering, translucent force in an unoccupied space that you can see within range. The hand lasts for the spell's duration, and it moves at your command, mimicking the movements of your own hand.
The hand is an object that has AC 20 and hit points equal to your hit point maximum. If it drops to 0 hit points, the spell ends. It has a Strength of 26 (+8) and a Dexterity of 10 (+0). The hand doesn't fill its space.
When you cast the spell and as a bonus action on your subsequent turns, you can move the hand up to 60 feet and then cause one of the following effects with it.
Clenched Fist.
The hand strikes one creature or object within 5 feet of it. Make a melee spell attack for the hand using your game statistics. On a hit, the target takes 4d8 force damage.
Forceful Hand.
The hand attempts to push a creature within 5 feet of it in a direction you choose. Make a check with the hand's Strength contested by the Strength (
Athletics
) check of the target. If the target is Medium or smaller, you have advantage on the check. If you succeed, the hand pushes the target up to 5 feet plus a number of feet equal to five times your spellcasting ability modifier. The hand moves with the target to remain within 5 feet of it.
Grasping Hand.
The hand attempts to grapple a Huge or smaller creature within 5 feet of it. You use the hand's Strength score to resolve the grapple. If the target is Medium or smaller, you have advantage on the check. While the hand is grappling the target, you can use a bonus action to have the hand crush it. When you do so, the target takes bludgeoning damage equal to 2d6 + your spellcasting ability modifier.
Interposing Hand.
The hand interposes itself between you and a creature you choose until you give the hand a different command. The hand moves to stay between you and the target, providing you with half cover against the target. The target can't move through the hand's space if its Strength score is less than or equal to the hand's Strength score. If its Strength score is higher than the hand's Strength score, the target can move toward you through the hand's space, but that space is difficult terrain for the target.","When you cast this spell using a spell slot of 6th level or higher, the damage from the clenched fist option increases by 2d8 and the damage from the grasping hand increases by 2d6 for each slot level above 5th.","Damage, Control","Wizard (Legacy), Artificer (Legacy), Warlock (Legacy) - The Fathomless",https://www.dndbeyond.com/spells/2352-bigbys-hand,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2307,blade-ward,Blade Ward,0,Player's Handbook (2014),218,"Player's Handbook (2014), pg. 218",1 Action,Self,"V, S","V, S",1 Round,Abjuration,None,,Combat (...),,"You extend your hand and trace a sigil of warding in the air. Until the end of your next turn, you have resistance against bludgeoning, piercing, and slashing damage dealt by weapon attacks.",,"Combat, Warding","Bard (Legacy), Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy)",https://www.dndbeyond.com/spells/2307-blade-ward,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2334,blinding-smite,Blinding Smite,3,Player's Handbook (2014),219,"Player's Handbook (2014), pg. 219",1 Bonus Action,Self,V,V,Concentration 1 Minute,Evocation,CON Save,Con,Radiant,,"The next time you hit a creature with a melee weapon attack during this spell’s duration, your weapon flares with a bright light, and the attack deals an extra 3d8 radiant damage to the target. Additionally, the target must succeed on a Constitution saving throw or be
blinded
until the spell ends.
A creature
blinded
by this spell makes another Constitution saving throw at the end of each of its turns. On a successful save, it is no longer blinded.",,"Damage, Control",Paladin (Legacy),https://www.dndbeyond.com/spells/2334-blinding-smite,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2312,chromatic-orb,Chromatic Orb,1,Player's Handbook (2014),221,"Player's Handbook (2014), pg. 221",1 Action,90 ft.,"V, S, M *","V, S, M (a diamond worth at least 50 gp)",Instantaneous,Evocation,Ranged,,Acid (...),,"You hurl a 4-inch-diameter sphere of energy at a creature that you can see within range. You choose acid, cold, fire, lightning, poison, or thunder for the type of orb you create, and then make a ranged spell attack against the target. If the attack hits, the creature takes 3d8 damage of the type you chose.","When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.",Damage,"Sorcerer (Legacy), Wizard (Legacy)",https://www.dndbeyond.com/spells/2312-chromatic-orb,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2353,circle-of-power,Circle of Power,5,Player's Handbook (2014),221,"Player's Handbook (2014), pg. 221",1 Action,Self (30 ft. ),V,V,Concentration 10 Minutes,Abjuration,None,,Buff (...),,"Divine energy radiates from you, distorting and diffusing magical energy within 30 feet of you. Until the spell ends, the sphere moves with you, centered on you. For the duration, each friendly creature in the area (including you) has advantage on saving throws against spells and other magical effects.
Additionally, when an affected creature succeeds on a saving throw made against a spell or magical effect that allows it to make a saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throws.",,"Buff, Warding","Paladin (Legacy), Cleric (Legacy) - Twilight Domain, Paladin (Legacy) - Oath of the Crown",https://www.dndbeyond.com/spells/2353-circle-of-power,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2327,cloud-of-daggers,Cloud of Daggers,2,Player's Handbook (2014),222,"Player's Handbook (2014), pg. 222",1 Action,60 ft. (5 ft. ),"V, S, M *","V, S, M (a sliver of glass)",Concentration 1 Minute,Conjuration,None,,Slashing,,"You fill the air with spinning daggers in a cube 5 feet on each side, centered on a point you choose within range. A creature takes 4d4 slashing damage when it enters the spell’s area for the first time on a turn or starts its turn there.","When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 2d4 for each slot level above 2nd.",Damage,"Bard (Legacy), Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy)",https://www.dndbeyond.com/spells/2327-cloud-of-daggers,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2313,compelled-duel,Compelled Duel,1,Player's Handbook (2014),224,"Player's Handbook (2014), pg. 224",1 Bonus Action,30 ft.,V,V,Concentration 1 Minute,Enchantment,WIS Save,Wis,Control (...),,"You attempt to compel a creature into a duel. One creature that you can see within range must make a Wisdom saving throw. On a failed save, the creature is drawn to you, compelled by your divine demand. For the duration, it has disadvantage on attack rolls against creatures other than you, and must make a Wisdom saving throw each time it attempts to move to a space that is more than 30 feet away from you; if it succeeds on this saving throw, this spell doesn’t restrict the target’s movement for that turn.
The spell ends if you attack any other creature, if you cast a spell that targets a hostile creature other than the target, if a creature friendly to you damages the target or casts a harmful spell on it, or if you end your turn more than 30 feet away from the target.",,"Control, Social, Debuff","Paladin (Legacy), Paladin (Legacy) - Oath of the Crown",https://www.dndbeyond.com/spells/2313-compelled-duel,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2335,conjure-barrage,Conjure Barrage,3,Player's Handbook (2014),225,"Player's Handbook (2014), pg. 225",1 Action,Self (60 ft. ),"V, S, M *","V, S, M (one piece of ammunition or a thrown weapon)",Instantaneous,Conjuration,DEX Save,Dex,Additional,,"You throw a nonmagical weapon or fire a piece of nonmagical ammunition into the air to create a cone of identical weapons that shoot forward and then disappear. Each creature in a 60-foot cone must succeed on a Dexterity saving throw. A creature takes 3d8 damage on a failed save, or half as much damage on a successful one. The damage type is the same as that of the weapon or ammunition used as a component.",,Damage,"Ranger (Legacy), Artificer (Legacy) - Battle Smith (Legacy)",https://www.dndbeyond.com/spells/2335-conjure-barrage,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2354,conjure-volley,Conjure Volley,5,Player's Handbook (2014),226,"Player's Handbook (2014), pg. 226",1 Action,150 ft. (40 ft. *),"V, S, M *","V, S, M (one piece of ammunition or one thrown weapon)",Instantaneous,Conjuration,DEX Save,Dex,Additional,,"You fire a piece of nonmagical ammunition from a ranged weapon or throw a nonmagical weapon into the air and choose a point within range. Hundreds of duplicates of the ammunition or weapon fall in a volley from above and then disappear. Each creature in a 40-foot-radius. 20-foot-high cylinder centered on that point must make a Dexterity saving throw. A creature takes 8d8 damage on a failed save, or half as much damage on a successful one. The damage type is the same as that of the ammunition or weapon.",,Damage,Ranger (Legacy),https://www.dndbeyond.com/spells/2354-conjure-volley,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2328,cordon-of-arrows,Cordon of Arrows,2,Player's Handbook (2014),228,"Player's Handbook (2014), pg. 228",1 Action,5 ft.,"V, S, M *","V, S, M (four or more arrows or bolts)",8 Hours,Transmutation,DEX Save,Dex,Piercing,,"You plant four pieces of nonmagical ammunition – arrows or crossbow bolts – in the ground within range and lay magic upon them to protect an area. Until the spell ends, whenever a creature other than you comes within 30 feet of the ammunition for the first time on a turn or ends its turn there, one piece of ammunition flies up to strike it. The creature must succeed on a Dexterity saving throw or take 1d6 piercing damage. The piece of ammunition is then destroyed. The spell ends when no ammunition remains.
When you cast this spell, you can designate any creatures you choose, and the spell ignores them.","When you cast this spell using a spell slot of 3rd level or higher, the amount of ammunition that can be affected increases by two for each slot level above 2nd.","Damage, Control",Ranger (Legacy),https://www.dndbeyond.com/spells/2328-cordon-of-arrows,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
